Date,Close,MarketCap,Volume,return_1d,return_7d,volatility_7d,m_averages_7,m_averages_30,momentum_30d,month,week,future_min,dip30
2014-02-16 00:00:00+00:00,613.85,7614456286.0,24104900.0,-0.04696475702530667,-0.08662788102429808,0.03805887198303337,653.7285714285715,777.923,-0.24486406692090046,2,7,613.85,0
2014-02-17 00:00:00+00:00,645.14,8005429360.0,48516100.0,0.05097336482854109,-0.06453998404988037,0.04305805639696811,647.37,771.4276666666666,-0.23197619047619045,2,8,613.85,0
2014-02-18 00:00:00+00:00,625.01,7758139753.0,22066400.0,-0.031202529683479585,-0.10426221050217843,0.04271858836410134,636.9771428571429,764.3223333333334,-0.2543159502248947,2,8,613.85,0
2014-02-19 00:00:00+00:00,620.99,7711283048.0,13276100.0,-0.006431897089646532,-0.052299850441046236,0.037576204317340135,632.0814285714285,756.0503333333332,-0.28552033596042103,2,8,593.89,0
2014-02-20 00:00:00+00:00,593.89,7377405511.0,35743400.0,-0.04363999420280529,-0.08900001533954072,0.03999070447792444,623.7928571428572,746.861,-0.31703025633359017,2,8,582.75,0
2014-02-21 00:00:00+00:00,582.75,7241455462.0,56059000.0,-0.018757682399097475,-0.0654617765447344,0.03783820897683991,617.9614285714287,737.4516666666666,-0.32632394252222463,2,8,571.06,0
2014-02-22 00:00:00+00:00,571.06,7098404288.0,21675800.0,-0.020060060060060114,-0.11339854059928589,0.033046909214555026,607.5271428571428,728.2546666666666,-0.32576124301923337,2,8,571.06,0
2014-02-23 00:00:00+00:00,622.97,7746491782.0,44590700.0,0.09090113122964327,0.014857049767858621,0.04910395615692759,608.8299999999999,722.0763333333333,-0.22930275138558986,2,8,571.06,0
2014-02-24 00:00:00+00:00,572.39,7120130927.0,47229500.0,-0.08119171067627662,-0.11276622128530245,0.05289637831773169,598.4371428571429,714.3430000000001,-0.2884173100113129,2,9,489.31,0
2014-02-25 00:00:00+00:00,489.31,6088839080.0,111102000.0,-0.14514579220461576,-0.21711652613558186,0.07238048316626745,579.0514285714286,702.203,-0.42670853299902756,2,9,489.31,0
2014-02-26 00:00:00+00:00,567.25,7061198906.0,75039300.0,0.1592855245141116,-0.08653923573648525,0.10284477394460058,571.3742857142857,691.3826666666666,-0.36396968134012064,2,9,489.31,0
2014-02-27 00:00:00+00:00,586.28,7300959497.0,38219000.0,0.03354781842221244,-0.012813820741214732,0.10257086095351745,570.2871428571428,685.0253333333334,-0.2454568854568855,2,9,489.31,0
2014-02-28 00:00:00+00:00,567.2,7065922360.0,24649000.0,-0.03254417684382871,-0.026683826683826628,0.10318106493031237,568.0657142857143,676.7036666666667,-0.30562526779702515,2,9,489.31,0
2014-03-01 00:00:00+00:00,560.11,6979712746.0,22903800.0,-0.012500000000000067,-0.019174867789724215,0.10296708182154608,566.5014285714285,668.135,-0.3145734669652581,3,9,489.31,0
2014-03-02 00:00:00+00:00,561.35,6997269851.0,11143900.0,0.0022138508507256738,-0.09891327030194075,0.0953454962549048,557.6985714285714,659.5823333333334,-0.313694325920311,3,9,489.31,0
2014-03-03 00:00:00+00:00,585.79,7304054418.0,33049800.0,0.043537899706065586,0.023410611645905632,0.0916022877426976,559.6128571428571,651.3580000000001,-0.29636525248642676,3,10,489.31,0
2014-03-04 00:00:00+00:00,675.0,8418886875.0,86124600.0,0.15229006982024273,0.37949357258179894,0.07715767568100564,586.1400000000001,645.9776666666668,-0.19297951961358661,3,10,489.31,1
2014-03-05 00:00:00+00:00,658.24,8212712376.0,26946700.0,-0.024829629629629646,0.1604054649625386,0.063658010490793,599.1385714285715,640.8063333333333,-0.19073495783028838,3,10,489.31,1
2014-03-06 00:00:00+00:00,654.55,8169324004.0,16659800.0,-0.005605858045697687,0.1164460667257965,0.06430409370553536,608.8914285714285,634.8793333333332,-0.21362150992359086,3,10,489.31,1
2014-03-07 00:00:00+00:00,617.62,7711032022.0,29823000.0,-0.056420441524711595,0.0888928067700987,0.06793243632027261,616.0942857142857,627.7693333333334,-0.2567034130842921,3,10,489.31,1
2014-03-08 00:00:00+00:00,610.37,7623170337.0,21353000.0,-0.011738609500987707,0.08973237399796474,0.0678833428514541,623.2742857142857,621.279,-0.2418517414418443,3,10,489.31,0
2014-03-09 00:00:00+00:00,636.17,7947989895.0,15489000.0,0.042269443124661965,0.13328582880555784,0.06839026120078906,633.9628571428572,618.4406666666666,-0.11804746852991754,3,10,489.31,1
2014-03-10 00:00:00+00:00,621.17,7763134192.0,16425700.0,-0.02357860320354621,0.06039707062257804,0.06922833967491715,639.0171428571429,615.7593333333334,-0.1146505893587606,3,11,489.31,1
2014-03-11 00:00:00+00:00,624.23,7803983008.0,12542300.0,0.004926187678091498,-0.07521481481481473,0.030366734560238168,631.7642857142856,614.1646666666667,-0.07118306128825869,3,11,489.31,1
2014-03-12 00:00:00+00:00,638.07,7979719372.0,20806300.0,0.02217131506015413,-0.030642318911035415,0.03188302865470501,628.8828571428572,612.4453333333333,-0.07479156093670691,3,11,489.31,1
2014-03-13 00:00:00+00:00,639.03,7994472985.0,12866600.0,0.0015045371197517365,-0.02371094645176075,0.031936437153535245,626.6657142857142,610.4876666666665,-0.084169341894061,3,11,489.31,1
2014-03-14 00:00:00+00:00,629.67,7879611671.0,11939800.0,-0.014647199661987687,0.01951037854991733,0.022915228826927307,628.3871428571429,609.6346666666667,-0.03905320025638681,3,11,489.31,1
2014-03-15 00:00:00+00:00,638.07,7987471922.0,5963930.0,0.01334032112058714,0.04538230909120711,0.022177907124625546,632.3442857142857,609.1733333333334,-0.02122992437606408,3,11,489.31,1
2014-03-16 00:00:00+00:00,629.55,7883319532.0,4834240.0,-0.013352766937796967,-0.010406023547165022,0.01649032287296972,631.3985714285715,609.3726666666666,0.009589941786808165,3,11,489.31,1
2014-03-17 00:00:00+00:00,623.705,7812934238.0,13371500.0,-0.009284409498848234,0.0040810084195954666,0.013976169554482932,631.7607142857142,608.6928333333333,-0.03166433783573974,3,12,489.31,1
2014-03-18 00:00:00+00:00,612.622,7676276184.0,23217800.0,-0.01776961864984261,-0.0185957099146149,0.015384575780289286,630.1024285714286,608.6519000000001,-0.002000488718742477,3,12,489.31,1
2014-03-19 00:00:00+00:00,610.636,7653772688.0,15227500.0,-0.0032418032653087625,-0.04299528264923924,0.010922618074492461,626.1832857142857,607.5017666666666,-0.05348296493784299,3,12,489.31,0
2014-03-20 00:00:00+00:00,592.07,7423640092.0,20048500.0,-0.03040436528471946,-0.07348637779133993,0.013517855497294007,619.4747142857143,606.4037666666666,-0.052703156749491886,3,12,489.31,0
2014-03-21 00:00:00+00:00,582.303,7303695511.0,38053400.0,-0.016496360227675866,-0.07522511791890985,0.013624001346101911,612.708,605.1142,-0.06229890980531094,3,12,489.31,0
2014-03-22 00:00:00+00:00,561.22,7041711523.0,17983700.0,-0.036206236272181225,-0.12044133088846054,0.011568134653777835,601.7294285714286,604.0252,-0.05501018707167993,3,12,489.31,0
2014-03-23 00:00:00+00:00,567.779,7127031703.0,10283000.0,0.011687038950856987,-0.09811929155746157,0.01621978794307,592.905,603.5261666666667,-0.025690261690261673,3,12,489.31,0
2014-03-24 00:00:00+00:00,571.418,7175538679.0,17185800.0,0.006409183854985789,-0.0838329017724726,0.01804745597525258,585.4354285714286,603.5381,0.0006269043533080332,3,13,489.31,0
2014-03-25 00:00:00+00:00,582.55,7317439677.0,18634700.0,0.019481360405167347,-0.04908736545537051,0.021351580962053748,581.1394285714285,602.1907666666666,-0.06488273913671616,3,13,489.31,0
2014-03-26 00:00:00+00:00,584.442,7343002343.0,17583200.0,0.003247789889279984,-0.042896258982437874,0.02167868593029017,577.3974285714286,602.5925,0.0210555739967504,3,13,560.11,0
2014-03-27 00:00:00+00:00,567.64,7133333206.0,22316700.0,-0.028748789443606038,-0.04126201293765952,0.0213754865601939,573.9074285714286,605.2035000000001,0.1600825652449367,3,13,503.661,0
2014-03-28 00:00:00+00:00,503.661,6331497248.0,79571600.0,-0.1127105207525897,-0.1350534000340029,0.04606833456006718,562.6728571428572,603.0838666666667,-0.11210048479506385,3,13,502.302,0
2014-03-29 00:00:00+00:00,502.302,6317113200.0,26810900.0,-0.0026982434613758155,-0.10498200349239162,0.04578902373722751,554.256,600.2846000000001,-0.14323872552364048,3,13,469.938,0
2014-03-30 00:00:00+00:00,469.938,5912148997.0,17867800.0,-0.06443135802764077,-0.17232232963882077,0.04746863076151808,540.2787142857143,597.0425333333333,-0.17147743300423135,3,13,457.399,0
2014-03-31 00:00:00+00:00,457.399,5756309240.0,56838500.0,-0.026682243189527055,-0.1995369414334165,0.04534571838405224,523.9902857142857,593.6188333333334,-0.18337647962007464,3,14,457.399,0
2014-04-01 00:00:00+00:00,478.7163,6023351178.0,35685800.0,0.046605480116922005,-0.17823997940090974,0.05110772439053163,509.1569,590.8643766666667,-0.14720530863097891,4,14,437.515,0
2014-04-02 00:00:00+00:00,437.515,5506313797.0,49647600.0,-0.08606621500040834,-0.2513970590751521,0.05353772057784881,488.1673285714286,585.9218766666667,-0.2531197186705133,4,14,437.515,0
2014-04-03 00:00:00+00:00,447.0822,5604036051.0,40765500.0,0.021867135983909103,-0.2123842576280741,0.058390204863919326,470.94478571428573,578.3246166666667,-0.33765599999999996,4,14,437.515,0
2014-04-04 00:00:00+00:00,448.8792,5641613449.0,22925500.0,0.00401939509110405,-0.10876720651390515,0.04707621313420479,463.11881428571434,571.3459233333334,-0.31806149732620315,4,14,437.515,0
2014-04-05 00:00:00+00:00,464.8259,5824866676.0,13404500.0,0.035525593522711674,-0.0746087015381186,0.05085249356147307,457.7650857142857,565.0217866666667,-0.2898542510121457,4,14,437.515,0
2014-04-06 00:00:00+00:00,460.7028,5808861023.0,10241400.0,-0.00887020280066142,-0.019651954087560375,0.044907413543988035,456.4457714285714,559.7912133333334,-0.25406754962598355,4,14,437.515,0
2014-04-07 00:00:00+00:00,457.792,5775641210.0,9802770.0,-0.006318173017398787,0.0008592060760954645,0.04368051599705107,456.50191428571424,554.70528,-0.24997624391762374,4,15,437.515,0
2014-04-08 00:00:00+00:00,450.4638,5718579640.0,10921600.0,-0.016007706556689483,-0.05901720914871711,0.038929485052160186,452.46584285714283,548.5150733333334,-0.2919128534825597,4,15,437.515,0
2014-04-09 00:00:00+00:00,440.1983,5589580215.0,13204400.0,-0.022788734633060304,0.006133046866964698,0.020986849739152366,452.8491714285714,542.4826833333333,-0.2913400518376611,4,15,360.8407,0
2014-04-10 00:00:00+00:00,360.8407,4611917257.0,55868300.0,-0.18027693428166347,-0.19289853185834727,0.06982811673078125,440.52895714285717,533.70304,-0.421942713422937,4,15,360.8407,0
2014-04-11 00:00:00+00:00,420.0563,5318033925.0,62562800.0,0.16410454807342956,-0.06421081662950745,0.10117227959164977,436.41139999999996,526.4359166666667,-0.34167677527544005,4,15,360.8407,0
2014-04-12 00:00:00+00:00,420.66,5321874506.0,19226500.0,0.0014371883007111563,-0.09501600491710971,0.09970931066186049,430.1019857142857,519.1569166666666,-0.3417210459602835,4,15,360.8407,0
2014-04-13 00:00:00+00:00,414.9495,5234667259.0,22493500.0,-0.013575096277278598,-0.09931196424245747,0.09971772076334706,423.5658,511.9995666666666,-0.34100481204440414,4,15,360.8407,0
2014-04-14 00:00:00+00:00,457.6338,5802302128.0,50730200.0,0.1028662523993884,-0.0003455717880608278,0.10862073611110652,423.5432,505.9850266666666,-0.2827843340072407,4,16,360.8407,1
2014-04-15 00:00:00+00:00,520.1233,6522974948.0,49561000.0,0.13654913601224372,0.15463950710356733,0.11853039916108103,433.49455714285716,502.33747000000005,-0.17381732983877374,4,16,360.8407,1
2014-04-16 00:00:00+00:00,529.1625,6674473792.0,56480100.0,0.017378956105216004,0.20210028071439612,0.11668171337531942,446.2037285714286,499.1860533333334,-0.1515820780657523,4,16,360.8407,1
2014-04-17 00:00:00+00:00,494.4,6278792387.0,34025500.0,-0.06569343065693434,0.37013369057315293,0.08577860833079258,465.28362857142855,495.24532,-0.19297707232192118,4,16,360.8407,1
2014-04-18 00:00:00+00:00,478.2312,6074116360.0,19042400.0,-0.032703883495145636,0.13849310199608955,0.073080684367171,473.59432857142866,490.8318266666667,-0.2168309762280638,4,16,360.8407,1
2014-04-19 00:00:00+00:00,501.5515,6353700029.0,19588200.0,0.048763652392399326,0.19229662910664191,0.07316976013714702,485.1502571428572,487.8145433333333,-0.15288479402773336,4,16,360.8407,1
2014-04-20 00:00:00+00:00,497.3177,6312896984.0,12103100.0,-0.008441406316200828,0.19850174539311416,0.07271192780799388,496.9171428571429,484.9817,-0.14594686958507852,4,16,360.8407,1
2014-04-21 00:00:00+00:00,492.6733,6284666435.0,15171400.0,-0.009338899460043404,0.07656667842279119,0.06557437215599608,501.9227857142857,482.69681,-0.12213873347350424,4,17,360.8407,1
2014-04-22 00:00:00+00:00,484.8533,6187034895.0,9770190.335015288,-0.015872587371793867,-0.06781084408254734,0.03618231529185341,496.8842142857143,479.93261999999993,-0.14605277757719115,4,17,360.8407,1
2014-04-23 00:00:00+00:00,487.525,6231920621.0,8412033.043193607,0.005510326525569598,-0.07868565894219648,0.03497541191944393,490.93600000000004,477.1361866666667,-0.14681546608612261,4,17,360.8407,1
2014-04-24 00:00:00+00:00,494.2733,6350012525.0,9512215.003743049,0.013841956822727042,-0.0002562702265371808,0.026074798111950133,490.9179,474.19363,-0.1515349755385803,4,17,360.8407,1
2014-04-25 00:00:00+00:00,458.8067,5857079867.0,44062361.80745845,-0.07175503916557913,-0.04061738339112975,0.03642431397483854,488.1429714285714,470.00578666666667,-0.21496624130367092,4,17,360.8407,1
2014-04-26 00:00:00+00:00,453.8,5822776642.0,11997979.867558926,-0.010912438724194673,-0.095207570907474,0.027558976969164328,481.32132857142864,466.21112,-0.20054964414065246,4,17,360.8407,1
2014-04-27 00:00:00+00:00,437.9216,5542720307.0,9760121.834963577,-0.03498986337593657,-0.11943290978784782,0.028500872367316788,472.83617142857145,464.0198066666666,-0.13052310979011672,4,17,360.8407,0
2014-04-28 00:00:00+00:00,436.92,5593864954.0,20781687.97683261,-0.0022871673833855244,-0.1131648498102088,0.028964257676633895,464.8714142857143,461.84040666666664,-0.13016472162165393,4,18,360.8407,0
2014-04-29 00:00:00+00:00,443.27,5683724524.0,15011935.551518671,0.014533553053190484,-0.08576470449927842,0.031285147403710016,458.93094285714284,460.95147333333335,-0.05674791142661373,4,18,360.8407,0
2014-04-30 00:00:00+00:00,444.9968,5690810165.0,13054745.683608102,0.0038955941074290124,-0.08723285985334084,0.031137594674045234,452.8554857142857,460.53806666666674,-0.027114619839571086,4,18,360.8407,0
2014-05-01 00:00:00+00:00,455.0913,5821425472.0,11953625.134976294,0.02268443278693244,-0.07927193315924619,0.03253360471756568,447.2580571428571,459.7505666666667,-0.04935073236486831,5,18,360.8407,1
2014-05-02 00:00:00+00:00,443.4734,5716625927.0,8165770.147874059,-0.025528723577005197,-0.0334199565961002,0.020774327910172138,445.0675857142857,459.94917999999996,0.013618733072009004,5,18,360.8407,0
2014-05-03 00:00:00+00:00,434.0333,5570422954.0,9446958.635517636,-0.02128673331929276,-0.0435581754076686,0.02164663922499755,442.24377142857145,459.5142166666667,-0.029186802784812338,5,18,360.8407,0
2014-05-04 00:00:00+00:00,433.9432,5554777406.0,5229830.630972039,-0.0002075877588194608,-0.009084731148223835,0.017519039421361435,441.6754285714286,459.01635,-0.03327398551770733,5,18,360.8407,0
2014-05-05 00:00:00+00:00,429.0761,5518951942.0,8567756.392353557,-0.011215984027402648,-0.017952714455735652,0.01793399080430043,440.55487142857146,457.82469000000003,-0.07691008612041628,5,19,360.8407,0
2014-05-06 00:00:00+00:00,426.7634,5463474513.0,10822749.124633348,-0.005389952971046386,-0.0372382520811243,0.016296234626055187,438.19678571428574,456.6933766666667,-0.07366875130778461,5,19,360.8407,0
2014-05-07 00:00:00+00:00,439.3,5590798951.0,16360711.036365218,0.029375996160870388,-0.012801889811342448,0.020889182186385104,437.3829571428572,456.0769766666666,-0.04039389067524113,5,19,360.8407,0
2014-05-08 00:00:00+00:00,437.3633,5609810850.0,8491458.546028852,-0.004408604598224564,-0.03895482071399736,0.017928503609436063,434.8503857142858,455.6402933333333,-0.029082248118494802,5,19,360.8407,0
2014-05-09 00:00:00+00:00,447.4933,5730133343.0,8820053.293163313,0.023161522697491943,0.00906457974706032,0.01831434488328665,435.4246571428571,455.88346,0.016572076720877682,5,19,414.9495,0
2014-05-10 00:00:00+00:00,452.505,5795543101.0,5529665.186791251,0.011199497288562732,0.04255825532280588,0.015497022764677838,438.06347142857146,458.9389366666667,0.2540298253495239,5,19,414.9495,0
2014-05-11 00:00:00+00:00,436.2833,5598956479.0,11522907.034093864,-0.035848664655639184,0.005392641248900709,0.022276656585677436,438.39777142857145,459.4798366666667,0.03863053595434707,5,19,414.9495,0
2014-05-12 00:00:00+00:00,439.19,5633629021.0,5903393.674349334,0.006662414078191903,0.023571343171992165,0.021661453425836537,439.84261428571426,460.09750333333335,0.04404982646317679,5,20,426.7634,0
2014-05-13 00:00:00+00:00,437.305,5625308533.0,5619474.108984868,-0.0042919920763222486,0.024701274757863434,0.021589904772440292,441.34855714285715,460.8426866666667,0.053875230600350266,5,20,426.7634,0
2014-05-14 00:00:00+00:00,444.2467,5669111766.0,6764834.29138491,0.015873818044614074,0.011260414295469978,0.019405551793484875,442.05522857142853,460.39645,-0.029252865500756342,5,20,426.7634,0
2014-05-15 00:00:00+00:00,444.25,5712906334.0,6219944.38500291,7.428305038637006e-06,0.015745948505510254,0.019242536406048002,443.0390428571428,457.86733999999996,-0.14587560295799085,5,20,426.7634,0
2014-05-16 00:00:00+00:00,445.165,5725217915.0,5292980.730698652,0.002059651097355175,-0.005202982927342004,0.01696514387156476,442.7064285714286,455.0674233333333,-0.15873668296600763,5,20,426.7634,0
2014-05-17 00:00:00+00:00,445.8533,5737967927.0,2642092.2130057854,0.0015461682746846783,-0.014699727074838909,0.016220264843426715,441.7561857142858,453.44919999999996,-0.09819316343042073,5,20,426.7634,0
2014-05-18 00:00:00+00:00,444.2133,5706165793.0,7828552.781743507,-0.003678339938271158,0.018176262992418035,0.006925056737478204,442.8890428571429,452.31527,-0.07113274918073098,5,20,426.7634,0
2014-05-19 00:00:00+00:00,443.87,5706978471.0,11697296.01962846,-0.0007728269279645428,0.010655980327420878,0.006765961087585122,443.5576142857143,450.3925533333333,-0.11500613596011566,5,21,426.7634,0
2014-05-20 00:00:00+00:00,483.4167,6214911439.0,59415447.482920215,0.0890952305855317,0.10544516984713193,0.03332080626646627,450.14500000000004,449.9291866666666,-0.027951951036530587,5,21,426.7634,0
2014-05-21 00:00:00+00:00,488.7717,6294422409.0,20125942.252461053,0.011077399684371825,0.10022584298318948,0.0333461711783438,456.5057142857143,449.7991333333333,-0.007919243847799295,5,21,426.7634,0
2014-05-22 00:00:00+00:00,522.6083,6716604600.0,28758404.007310245,0.06922782149621187,0.1763833427124366,0.03833021303085993,467.6997571428571,451.0576333333333,0.07786891416434627,5,21,426.7634,0
2014-05-23 00:00:00+00:00,524.475,6662964359.0,30253343.70043255,0.0035718912233120292,0.17815866027203398,0.0381894260350005,479.0297571428572,452.2893,0.07579098507768833,5,21,426.7634,0
